game,total_purchasers,total_players,total_playtime,avg_playtime_per_player,conversion_rate
"Dota 2",4841,4841,981684.6,202.785498863871,100.0
"Team Fortress 2",2323,2323,173673.3,74.7625053809729,100.0
Unturned,1563,1069,16096.4,15.0574368568756,68.39
"Counter-Strike Global Offensive",1412,1377,322771.6,234.402033405955,97.52
"Half-Life 2 Lost Coast",981,177,184.4,1.04180790960452,18.04
"Counter-Strike Source",978,715,96075.5,134.371328671329,73.11
"Left 4 Dead 2",951,801,33596.7,41.9434456928839,84.23
Counter-Strike,856,568,134261.1,236.375176056338,66.36
Warframe,847,424,27074.6,63.8551886792453,50.06
"Half-Life 2 Deathmatch",823,198,3712.9,18.7520202020202,24.06
"Garry's Mod",731,666,49725.3,74.6626126126126,91.11
"The Elder Scrolls V Skyrim",717,677,70889.3,104.710930576071,94.42
Robocraft,689,407,9096.6,22.3503685503686,59.07
"Counter-Strike Condition Zero",679,225,7950.0,35.3333333333333,33.14
"Counter-Strike Condition Zero Deleted Scenes",679,94,418.2,4.44893617021277,13.84
"Heroes & Generals",658,335,3299.5,9.84925373134328,50.91
"Half-Life 2",639,356,4260.3,11.9671348314607,55.71
"Sid Meier's Civilization V",596,554,99821.3,180.18285198556,92.95
"War Thunder",590,303,14381.6,47.4640264026403,51.36
Portal,588,417,2282.8,5.47434052757794,70.92
"Portal 2",544,453,9117.1,20.1260485651214,83.27
"Day of Defeat",534,94,1351.5,14.3776595744681,17.6
"Deathmatch Classic",524,32,23.7,0.740625,6.11
Ricochet,524,21,21.2,1.00952380952381,4.01
Terraria,496,460,29951.8,65.1126086956522,92.74
"No More Room in Hell",438,230,1321.2,5.74434782608696,52.51
"Borderlands 2",429,386,22667.9,58.7251295336788,89.98
"PAYDAY 2",427,390,19613.8,50.2917948717949,91.33
"Day of Defeat Source",409,166,4840.3,29.1584337349398,40.59
"Counter-Strike Nexon Zombies",395,184,2014.1,10.9461956521739,46.58
"Half-Life 2 Episode One",394,148,843.8,5.70135135135135,37.56
"PlanetSide 2",390,210,6239.7,29.7128571428571,53.85
Half-Life,388,116,665.5,5.73706896551724,29.9
Trove,384,253,4818.4,19.0450592885375,65.89
"The Elder Scrolls V Skyrim - Dawnguard",378,0,0,0,0.0
"The Elder Scrolls V Skyrim - Hearthfire",367,0,0,0,0.0
"Half-Life Opposing Force",366,42,171.4,4.08095238095238,11.48
"Team Fortress Classic",366,26,22.7,0.873076923076923,7.1
"Half-Life 2 Episode Two",365,141,1120.2,7.94468085106383,38.63
"The Elder Scrolls V Skyrim - Dragonborn",365,0,0,0,0.0
"Half-Life Blue Shift",363,46,100.3,2.1804347826087,12.67
Loadout,358,177,1399.8,7.90847457627119,49.44
Nosgoth,354,171,1320.9,7.72456140350877,48.31
"Dead Island Epidemic",353,127,742.0,5.84251968503937,35.98
"Call of Duty Modern Warfare 2",343,297,8635.4,29.0754208754209,86.59
"Call of Duty Modern Warfare 2 - Multiplayer",343,291,42009.9,144.363917525773,84.84
"Path of Exile",339,191,10185.6,53.3277486910995,56.34
"Fallout New Vegas",337,287,14832.9,51.6825783972125,85.16
Warface,329,167,2108.1,12.6233532934132,50.76
"Dirty Bomb",323,195,1390.3,7.12974358974359,60.37
"Tom Clancy's Ghost Recon Phantoms - NA",314,133,4910.8,36.9233082706767,42.36
"Metro 2033",312,175,1565.7,8.94685714285714,56.09
"Marvel Heroes 2015",301,111,3219.8,29.0072072072072,36.88
"BioShock Infinite",296,212,3689.1,17.4014150943396,71.62
"Alien Swarm",289,289,1505.0,5.2076124567474,100.0
Neverwinter,288,136,3451.5,25.3786764705882,47.22
"Grand Theft Auto IV",281,226,4686.3,20.7358407079646,80.43
"Left 4 Dead",281,204,8659.9,42.4504901960784,72.6
"PAYDAY The Heist",277,202,1514.0,7.4950495049505,72.92
"Grand Theft Auto V",273,269,22956.7,85.3408921933085,98.53
"Arma 2",269,147,825.5,5.6156462585034,54.65
"Half-Life Deathmatch Source",268,14,10.5,0.75,5.22
"Empire Total War",263,214,21030.3,98.2724299065421,81.37
"APB Reloaded",262,138,9237.2,66.936231884058,52.67
"Saints Row The Third",259,197,4954.1,25.1477157360406,76.06
"FreeStyle2 Street Basketball",257,91,923.5,10.1483516483516,35.41
"The Witcher 2 Assassins of Kings Enhanced Edition",257,170,3254.3,19.1429411764706,66.15
"Tomb Raider",257,204,3184.3,15.6093137254902,79.38
"Don't Starve Together Beta",256,150,2031.9,13.546,58.59
"Call of Duty Black Ops",254,227,3876.0,17.0748898678414,89.37
"Call of Duty Black Ops - Multiplayer",254,198,17144.5,86.5883838383838,77.95
"Arma 2 Operation Arrowhead",250,189,9429.7,49.8925925925926,75.6
"Arma 2 Operation Arrowhead Beta (Obsolete)",250,29,190.4,6.56551724137931,11.6
DayZ,249,246,20315.4,82.5829268292683,98.8
theHunter,248,124,309.2,2.49354838709677,50.0
"Clicker Heroes",246,144,12937.4,89.8430555555556,58.54
"Tom Clancy's Ghost Recon Phantoms - EU",245,137,3234.3,23.6080291970803,55.92
"Just Cause 2",243,186,3457.5,18.5887096774194,76.54
"Sniper Elite V2",242,177,1845.8,10.4282485875706,73.14
Magicka,241,193,2053.8,10.6414507772021,80.08
"Sid Meier's Civilization V Brave New World",241,0,0,0,0.0
"Call of Duty Modern Warfare 3",239,211,5443.6,25.7990521327014,88.28
"Call of Duty Modern Warfare 3 - Multiplayer",239,196,20603.0,105.117346938776,82.01
"Age of Empires II HD Edition",238,200,6858.5,34.2925,84.03
"Magicka Wizard Wars",238,115,483.9,4.20782608695652,48.32
"Skyrim High Resolution Texture Pack",235,0,0,0,0.0
"Dead Island",231,182,2532.0,13.9120879120879,78.79
"Amnesia The Dark Descent",226,113,574.3,5.08230088495575,50.0
HAWKEN,225,110,1416.3,12.8754545454545,48.89
BioShock,224,143,1089.2,7.61678321678322,63.84
"Torchlight II",224,204,6891.9,33.7838235294118,91.07
TERA,223,118,2388.1,20.2381355932203,52.91
"AdVenture Capitalist",222,141,6067.7,43.0333333333333,63.51
"Chivalry Medieval Warfare",222,193,3964.4,20.540932642487,86.94
"Patch testing for Chivalry",222,11,18.5,1.68181818181818,4.95
"GunZ 2 The Second Duel",221,69,543.7,7.87971014492754,31.22
Defiance,218,93,1433.6,15.4150537634409,42.66
"Killing Floor",215,191,8171.1,42.7806282722513,88.84
"Quake Live",214,77,281.5,3.65584415584416,35.98
Rust,214,207,15275.3,73.7937198067633,96.73
"Killing Floor Mod Defence Alliance 2",213,28,36.3,1.29642857142857,13.15
"Batman Arkham City GOTY",212,109,2076.6,19.051376146789,51.42
"BLOCKADE 3D",209,120,682.0,5.68333333333333,57.42
"Far Cry 3",207,181,5076.0,28.0441988950276,87.44
"Fallout New Vegas Dead Money",202,0,0,0,0.0
"Fallout New Vegas Honest Hearts",202,0,0,0,0.0
"Rising Storm/Red Orchestra 2 Multiplayer",201,119,5412.5,45.4831932773109,59.2
"Don't Starve",199,157,3581.9,22.8146496815287,78.89
"Total War SHOGUN 2",198,179,15761.5,88.0530726256983,90.4
"Hitman Absolution",197,142,1788.1,12.5922535211268,72.08
Firefall,195,78,979.0,12.5512820512821,40.0
"XCOM Enemy Unknown",194,161,7696.1,47.8018633540373,82.99
"Company of Heroes (New Steam Version)",192,63,1228.2,19.4952380952381,32.81
"RaceRoom Racing Experience ",192,54,353.5,6.5462962962963,28.13
"Half-Life Source",190,37,297.0,8.02702702702703,19.47
Insurgency,190,146,2317.1,15.8705479452055,76.84
"The Binding of Isaac",190,168,5458.1,32.4886904761905,88.42
"Mirror's Edge",189,119,533.4,4.48235294117647,62.96
"Fallout New Vegas Courier's Stash",188,0,0,0,0.0
"Euro Truck Simulator 2",187,171,7226.9,42.2625730994152,91.44
"Trine 2",185,131,836.5,6.38549618320611,70.81
"BioShock 2",184,66,496.8,7.52727272727273,35.87
Borderlands,183,146,4742.8,32.4849315068493,79.78
"Batman Arkham Asylum GOTY Edition",182,110,1394.4,12.6763636363636,60.44
"Grand Theft Auto Episodes from Liberty City",181,74,1245.8,16.8351351351351,40.88
"Company of Heroes",179,62,610.2,9.84193548387097,34.64
"Grand Theft Auto San Andreas",179,113,1232.2,10.9044247787611,63.13
"Castle Crashers",177,153,1002.8,6.55424836601307,86.44
"Blacklight Retribution",176,81,1261.2,15.5703703703704,46.02
Dishonored,173,145,2842.2,19.6013793103448,83.82
Survarium,173,79,308.1,3.9,45.66
"Realm of the Mad God",171,96,1015.2,10.575,56.14
"Call of Duty Black Ops II",168,113,1420.1,12.5672566371681,67.26
"Call of Duty Black Ops II - Multiplayer",168,151,13816.3,91.4986754966887,89.88
"Call of Duty Black Ops II - Zombies",168,115,1388.9,12.0773913043478,68.45
"Fallout 4",168,167,10762.8,64.4479041916168,99.4
"Red Orchestra 2 Heroes of Stalingrad - Single Player",168,39,99.3,2.54615384615385,23.21
"Napoleon Total War",167,135,9966.0,73.8222222222222,80.84
"The Witcher Enhanced Edition",167,120,3257.5,27.1458333333333,71.86
"Total War ROME II - Emperor Edition",166,153,20892.5,136.552287581699,92.17
"Saints Row IV",165,129,2563.0,19.8682170542636,78.18
"ARK Survival Evolved",163,158,13593.1,86.0322784810127,96.93
"Deus Ex Human Revolution",163,138,3587.4,25.995652173913,84.66
"Cry of Fear",162,92,172.5,1.875,56.79
"Gotham City Impostors Free To Play",162,68,635.4,9.34411764705882,41.98
"Arma 3",161,157,24055.7,153.22101910828,97.52
"Arma 3 Zeus",161,0,0,0,0.0
RIFT,161,75,3113.6,41.5146666666667,46.58
"Warhammer 40,000 Dawn of War II",161,132,3444.1,26.0916666666667,81.99
"Dead Space",157,65,327.4,5.03692307692308,41.4
"FTL Faster Than Light",157,126,2315.8,18.3793650793651,80.25
"Rocket League",157,149,7827.2,52.5315436241611,94.9
"DC Universe Online",154,154,4674.7,30.3551948051948,100.0
Darksiders,154,91,1195.0,13.1318681318681,59.09
"Fistful of Frags",154,79,326.1,4.12784810126582,51.3
Toribash,154,83,371.2,4.47228915662651,53.9
"Super Meat Boy",153,125,453.3,3.6264,81.7
"Saints Row 2",152,57,1545.1,27.1070175438596,37.5
"Batman Arkham Origins",151,98,1951.8,19.9163265306122,64.9
"Crysis 2 Maximum Edition",151,89,612.9,6.88651685393258,58.94
"Tactical Intervention",151,62,215.1,3.46935483870968,41.06
"The Expendabros",151,64,215.8,3.371875,42.38
"Mafia II",150,116,2893.4,24.9431034482759,77.33
"Goat Simulator",146,130,923.1,7.10076923076923,89.04
"Rise of Incarnates",146,42,39.2,0.933333333333333,28.77
SMITE,145,80,626.3,7.82875,55.17
"Company of Heroes Opposing Fronts",144,25,416.4,16.656,17.36
"The Mighty Quest For Epic Loot",143,82,1015.8,12.3878048780488,57.34
Bastion,141,107,651.9,6.09252336448598,75.89
"Fallout 3 - Game of the Year Edition",141,102,2005.6,19.6627450980392,72.34
"Star Wars - Battlefront II",140,111,1114.0,10.036036036036,79.29
Archeblade,139,59,257.1,4.35762711864407,42.45
"Borderlands DLC The Zombie Island of Dr. Ned",139,0,0,0,0.0
"Sid Meier's Civilization V Scrambled Continents Map Pack",139,0,0,0,0.0
"Borderlands DLC The Secret Armory of General Knoxx",138,0,0,0,0.0
H1Z1,138,137,7364.2,53.7532846715328,99.28
"H1Z1 Test Server",138,9,197.2,21.9111111111111,6.52
"Spiral Knights",138,64,2360.7,36.8859375,46.38
"Dark Souls Prepare to Die Edition",136,110,4738.5,43.0772727272727,80.88
"Dungeon Defenders",136,111,3816.2,34.3801801801802,81.62
"Orcs Must Die! 2",136,94,1200.9,12.7755319148936,69.12
"Aura Kingdom",135,41,209.4,5.10731707317073,30.37
"Borderlands DLC Mad Moxxi's Underdome Riot",135,0,0,0,0.0
Starbound,134,132,5189.8,39.3166666666667,98.51
"Starbound - Unstable",134,10,65.7,6.57,7.46
LIMBO,133,84,244.6,2.91190476190476,63.16
"Free to Play",131,33,69.7,2.11212121212121,25.19
"The Forest",131,128,1695.2,13.24375,97.71
"Alan Wake",130,88,1045.0,11.875,67.69
"Arma 2 DayZ Mod",130,59,148.1,2.51016949152542,45.38
"Mount & Blade Warband",130,113,20636.8,182.626548672566,86.92
"Natural Selection 2",130,97,2498.9,25.7618556701031,74.62
"Burnout Paradise The Ultimate Box",129,83,475.7,5.73132530120482,64.34
"Company of Heroes Tales of Valor",129,33,432.7,13.1121212121212,25.58
"Borderlands DLC Claptraps New Robot Revolution",128,0,0,0,0.0
"Star Wars Knights of the Old Republic",127,82,1227.2,14.9658536585366,64.57
"BattleBlock Theater",125,106,625.7,5.90283018867925,84.8
"ORION Prelude",123,80,407.1,5.08875,65.04
"Cities Skylines",122,115,3201.2,27.8365217391304,94.26
"Hitman Sniper Challenge",122,24,52.2,2.175,19.67
"The Walking Dead",122,111,1715.7,15.4567567567568,90.98
"America's Army Proving Grounds",121,53,1431.2,27.0037735849057,43.8
"Fallen Earth",121,48,1275.5,26.5729166666667,39.67
"World of Guns Gun Disassembly",121,69,332.2,4.81449275362319,57.02
"Battlefield Bad Company 2",120,111,6678.6,60.1675675675676,92.5
"Max Payne 3",118,93,1941.4,20.8752688172043,78.81
"Serious Sam 3 BFE",118,73,890.8,12.2027397260274,61.86
"F.E.A.R. 3",116,53,410.4,7.74339622641509,45.69
"Gear Up",116,54,215.8,3.9962962962963,46.55
"Prison Architect",116,98,2626.5,26.8010204081633,84.48
"Titan Quest",116,58,254.4,4.38620689655172,50.0
"Age of Empires II HD The Forgotten",115,0,0,0,0.0
"Dungeon Defenders II",114,85,937.0,11.0235294117647,74.56
"F.E.A.R. 2 Project Origin",114,38,394.7,10.3868421052632,33.33
"Happy Wars",114,55,176.2,3.20363636363636,48.25
"Hotline Miami",114,94,518.2,5.51276595744681,82.46
"The Lord of the Rings Online",114,33,679.1,20.5787878787879,28.95
"Medal of Honor Pre-Order",113,0,0,0,0.0
"Medal of Honor(TM) Multiplayer",113,40,249.9,6.2475,35.4
"Medal of Honor(TM) Single Player",113,43,214.3,4.98372093023256,38.05
"Red Faction Armageddon",113,49,281.9,5.7530612244898,43.36
"Serious Sam HD The Second Encounter",113,113,974.7,8.62566371681416,100.0
"Company of Heroes 2",112,87,1955.0,22.4712643678161,77.68
"Medieval II Total War",112,76,3284.0,43.2105263157895,67.86
"Middle-earth Shadow of Mordor",112,97,2324.5,23.9639175257732,86.61
"Star Conflict",112,54,636.8,11.7925925925926,48.21
"Mass Effect 2",110,56,2492.0,44.5,50.91
"The Stanley Parable",110,99,303.3,3.06363636363636,90.0
"Magicka Vietnam",109,0,0,0,0.0
"Space Engineers",109,102,4467.1,43.7950980392157,93.58
"Surgeon Simulator",109,83,372.9,4.49277108433735,76.15
"Dino D-Day",108,64,164.1,2.5640625,59.26
Enclave,107,30,80.6,2.68666666666667,28.04
"South Park The Stick of Truth",107,99,1663.7,16.8050505050505,92.52
"Age of Empires III Complete Collection",106,83,1422.1,17.133734939759,78.3
"Rome Total War",106,62,2396.6,38.6548387096774,58.49
"Stronghold Kingdoms",105,47,4703.1,100.065957446809,44.76
Awesomenauts,104,68,1504.7,22.1279411764706,65.38
"Darksiders II",104,67,1282.8,19.1462686567164,64.42
"Football Manager 2013",104,104,32308.6,310.659615384615,100.0
"Grand Theft Auto Vice City",104,45,227.9,5.06444444444444,43.27
"Sleeping Dogs",104,85,1965.9,23.1282352941176,81.73
"Tribes Ascend",104,43,212.0,4.93023255813953,41.35
"7 Days to Die",103,98,4075.5,41.5867346938776,95.15
Trine,103,72,401.6,5.57777777777778,69.9
"Crusader Kings II",102,76,9020.7,118.693421052632,74.51
"Metro Last Light",102,83,1101.9,13.2759036144578,81.37
sZone-Online,102,58,56.7,0.977586206896552,56.86
"The Elder Scrolls IV Oblivion ",101,66,1945.9,29.4833333333333,65.35
"Warhammer 40,000 Dawn of War II  Retribution",101,69,4983.7,72.2275362318841,68.32
"Mark of the Ninja",100,71,424.1,5.97323943661972,71.0
"STAR WARS Knights of the Old Republic II The Sith Lords",100,48,1015.7,21.1604166666667,48.0
"Star Trek Online",99,50,3501.1,70.022,50.51
Thief,99,68,637.7,9.37794117647059,68.69
"Double Action Boogaloo",98,45,217.3,4.82888888888889,45.92
"Kerbal Space Program",98,90,5334.5,59.2722222222222,91.84
"Magic Duels",98,70,853.7,12.1957142857143,71.43
"Scribblenauts Unlimited",98,67,553.9,8.26716417910448,68.37
"Sid Meier's Civilization IV",98,39,768.2,19.6974358974359,39.8
"Deus Ex Human Revolution - Director's Cut",97,54,777.1,14.3907407407407,55.67
"The Lord of the Rings War in the North",97,51,860.0,16.8627450980392,52.58
"Tropico 3 - Steam Special Edition",97,24,336.4,14.0166666666667,24.74
"War of the Roses",97,46,761.8,16.5608695652174,47.42
"Mass Effect",96,69,2609.8,37.8231884057971,71.88
Monaco,96,64,169.4,2.646875,66.67
Strife,96,34,312.7,9.19705882352941,35.42
"Warhammer 40,000 Dawn of War II - Chaos Rising",96,55,1579.5,28.7181818181818,57.29
Outlast,95,71,382.1,5.38169014084507,74.74
Torchlight,95,75,1688.9,22.5186666666667,78.95
Besiege,94,91,1251.6,13.7538461538462,96.81
"Dead Island Riptide",94,53,633.5,11.9528301886792,56.38
Banished,93,87,2631.0,30.2413793103448,93.55
"Far Cry 2",93,53,308.0,5.81132075471698,56.99
"Far Cry 2 Fortunes Pack",93,0,0,0,0.0
Transformice,93,45,2271.8,50.4844444444444,48.39
Brick-Force,92,41,50.4,1.22926829268293,44.57
"L.A. Noire",92,72,1130.5,15.7013888888889,78.26
"Papers, Please",92,74,283.4,3.82972972972973,80.43
"RACE 07",92,40,362.7,9.0675,43.48
"Sanctum 2",92,53,304.0,5.73584905660377,57.61
"Tropico 4",92,68,1726.6,25.3911764705882,73.91
Audiosurf,91,80,647.9,8.09875,87.91
Brawlhalla,91,65,458.6,7.05538461538462,71.43
Dizzel,91,30,63.1,2.10333333333333,32.97
"Orcs Must Die!",91,62,566.8,9.14193548387097,68.13
"Call of Duty Ghosts",90,70,638.1,9.11571428571429,77.78
"Call of Duty Ghosts - Multiplayer",90,70,3804.6,54.3514285714286,77.78
"Grand Theft Auto III",90,32,124.5,3.890625,35.56
"Ragnarok Online 2",90,23,1211.5,52.6739130434783,25.56
"Magicka Wizard's Survival Kit",89,0,0,0,0.0
"The Witcher 3 Wild Hunt",89,77,4876.9,63.3363636363636,86.52
"Warhammer 40,000 Dawn of War - Game of the Year Edition",88,33,200.4,6.07272727272727,37.5
"Call of Duty World at War",87,68,2583.5,37.9926470588235,78.16
FEZ,87,52,238.8,4.59230769230769,59.77
RAGE,87,66,1207.8,18.3,75.86
"Just Cause 2 Multiplayer Mod",86,86,655.8,7.62558139534884,100.0
"Zombie Panic Source",86,86,2440.7,28.3802325581395,100.0
"Alan Wake's American Nightmare",85,24,82.6,3.44166666666667,28.24
"Dying Light",85,80,2212.6,27.6575,94.12
"Risk of Rain",85,75,828.5,11.0466666666667,88.24
"The Ship",85,43,166.4,3.86976744186047,50.59
"The Ship Tutorial",85,14,3.8,0.271428571428571,16.47
"Aliens vs. Predator",84,73,912.0,12.4931506849315,86.9
"DCS World",84,16,38.2,2.3875,19.05
"The Binding of Isaac Rebirth",84,80,6735.5,84.19375,95.24
"Total War SHOGUN 2 - Fall of the Samurai",84,0,0,0,0.0
"XCOM Enemy Within",84,0,0,0,0.0
"Arma Cold War Assault",83,27,37.9,1.4037037037037,32.53
"Dead Space 2",83,27,270.9,10.0333333333333,32.53
"Guns of Icarus Online",83,68,497.8,7.32058823529412,81.93
"Borderlands The Pre-Sequel",82,76,2852.1,37.5276315789474,92.68
"Don't Starve Reign of Giants",82,0,0,0,0.0
"Psychonauts Demo",82,1,0.2,0.2,1.22
"Super Monday Night Combat",82,35,576.1,16.46,42.68
"The Ship Single Player",82,23,26.5,1.15217391304348,28.05
WARMODE,82,49,122.9,2.50816326530612,59.76
Aftermath,81,54,275.5,5.10185185185185,66.67
"DiRT 3 Complete Edition",81,19,98.7,5.19473684210526,23.46
"Far Cry 3 Blood Dragon",81,49,346.6,7.0734693877551,60.49
"GRID 2",81,57,943.8,16.5578947368421,70.37
"Planetary Annihilation",81,66,789.2,11.9575757575758,81.48
Psychonauts,81,42,216.6,5.15714285714286,51.85
"Assassin's Creed II",80,59,1646.1,27.9,73.75
"Deus Ex Game of the Year Edition",80,37,188.3,5.08918918918919,46.25
"Football Manager 2012",80,79,30845.8,390.453164556962,98.75
"Football Manager 2014",80,78,30574.8,391.984615384615,97.5
"Risen 2 - Dark Waters",80,35,688.2,19.6628571428571,43.75
"Sid Meier's Civilization IV Beyond the Sword",80,25,4201.4,168.056,31.25
"Dragon Age Origins - Ultimate Edition",79,59,2552.5,43.2627118644068,74.68
"FINAL FANTASY VII",79,63,1511.9,23.9984126984127,79.75
"Football Manager 2015",79,77,24283.1,315.364935064935,97.47
"Medieval II Total War Kingdoms",79,34,1648.8,48.4941176470588,43.04
Overlord,79,22,310.5,14.1136363636364,27.85
"Sid Meier's Civilization III Complete",79,23,682.4,29.6695652173913,29.11
"Sid Meier's Civilization IV Warlords",79,10,110.3,11.03,12.66
"Star Wars Jedi Knight Jedi Academy",79,37,430.5,11.6351351351351,46.84
"Hitman 2 Silent Assassin",78,14,50.2,3.58571428571429,17.95
"Spec Ops The Line",78,56,888.9,15.8732142857143,71.79
Braid,77,40,115.5,2.8875,51.95
"DARK SOULS II",77,71,6193.8,87.2366197183099,92.21
"Hitman Blood Money",77,23,84.4,3.6695652173913,29.87
"Only If",77,36,31.3,0.869444444444444,46.75
Antichamber,76,50,139.4,2.788,65.79
ArcheAge,76,40,1109.7,27.7425,52.63
"Brtal Legend",76,36,218.3,6.06388888888889,47.37
"Call of Duty Advanced Warfare",76,52,535.1,10.2903846153846,68.42
"Call of Duty Advanced Warfare - Multiplayer",76,61,3096.4,50.7606557377049,80.26
"Dust An Elysian Tail",76,46,335.6,7.29565217391304,60.53
F.E.A.R.,76,24,140.6,5.85833333333333,31.58
"F.E.A.R. Extraction Point",76,5,38.5,7.7,6.58
"F.E.A.R. Perseus Mandate",76,7,35.4,5.05714285714286,9.21
"War Inc. Battlezone",76,32,116.9,3.653125,42.11
"Ace of Spades",75,71,521.2,7.34084507042254,94.67
AirMech,75,43,521.3,12.1232558139535,57.33
"How to Survive",75,56,391.5,6.99107142857143,74.67
"Magicka Party Robes",75,0,0,0,0.0
"Sid Meier's Civilization IV Colonization",75,17,56.2,3.30588235294118,22.67
"The Walking Dead Season Two",75,48,541.0,11.2708333333333,64.0
"Wolfenstein The New Order",75,62,1190.3,19.1983870967742,82.67
Dungeonland,74,27,47.2,1.74814814814815,36.49
"Guns and Robots",74,30,163.1,5.43666666666667,40.54
"Magicka Nippon",74,0,0,0,0.0
"POSTAL 2",74,50,270.5,5.41,67.57
"Super Crate Box",74,34,54.5,1.60294117647059,45.95
"Titan Quest Immortal Throne",74,31,572.9,18.4806451612903,41.89
Crysis,73,55,380.1,6.91090909090909,75.34
"Fishing Planet",73,49,93.3,1.90408163265306,67.12
"Mitos.is The Game",73,55,203.4,3.69818181818182,75.34
"State of Decay",73,64,906.9,14.1703125,87.67
"Supreme Commander 2",73,52,2361.5,45.4134615384615,71.23
"Assassin's Creed III",72,56,2545.4,45.4535714285714,77.78
"Block N Load",72,46,259.1,5.63260869565217,63.89
"Divinity Original Sin Enhanced Edition",72,14,124.0,8.85714285714286,19.44
"Fractured Space",72,27,68.1,2.52222222222222,37.5
"Infestation Survivor Stories",72,67,1953.3,29.1537313432836,93.06
Sanctum,72,39,134.2,3.44102564102564,54.17
"Assassin's Creed IV Black Flag",71,54,3230.3,59.8203703703704,76.06
"Divinity Original Sin",71,67,2380.1,35.5238805970149,94.37
"Game Dev Tycoon",71,71,866.1,12.1985915492958,100.0
"Lara Croft and the Guardian of Light",71,26,93.9,3.61153846153846,36.62
"Mortal Kombat Komplete Edition",71,65,1324.3,20.3738461538462,91.55
"S.K.I.L.L. - Special Force 2",71,36,199.3,5.53611111111111,50.7
SpaceChem,71,33,282.3,8.55454545454545,46.48
"Worms Revolution",71,48,335.0,6.97916666666667,67.61
"Euro Truck Simulator 2 - Going East!",70,0,0,0,0.0
"Magicka Final Frontier",70,0,0,0,0.0
"DiRT 3",69,49,691.9,14.1204081632653,71.01
"GTR Evolution",69,3,20.8,6.93333333333333,4.35
Hammerwatch,69,50,405.3,8.106,72.46
"Red Crucible Firestorm",69,46,118.5,2.57608695652174,66.67
Deadlight,68,38,108.6,2.85789473684211,55.88
"METAL GEAR SOLID V THE PHANTOM PAIN",68,66,4751.1,71.9863636363636,97.06
"Magicka The Watchtower",68,0,0,0,0.0
NEOTOKYO,68,15,33.4,2.22666666666667,22.06
"Red Faction Guerrilla Steam Edition",68,43,410.4,9.54418604651163,63.24
"Star Wars Republic Commando",68,33,136.4,4.13333333333333,48.53
"Afterfall InSanity Extended Edition",67,31,57.7,1.86129032258065,46.27
"Call of Duty 4 Modern Warfare",67,60,1223.8,20.3966666666667,89.55
"Command and Conquer Red Alert 3 - Uprising",67,30,217.4,7.24666666666667,44.78
"Insurgency Modern Infantry Combat",67,67,409.7,6.11492537313433,100.0
"Magicka Frozen Lake",67,0,0,0,0.0
"Overlord II",67,29,321.4,11.0827586206897,43.28
"Rogue Legacy",67,63,866.9,13.7603174603175,94.03
"SimCity 4 Deluxe",67,57,1178.6,20.6771929824561,85.07
Spore,67,58,1706.6,29.4241379310345,86.57
"The Elder Scrolls III Morrowind",67,39,751.7,19.274358974359,58.21
"Hitman Codename 47",66,15,30.7,2.04666666666667,22.73
"Plants vs. Zombies Game of the Year",66,56,2427.6,43.35,84.85
"Source Filmmaker",66,66,901.4,13.6575757575758,100.0
Contagion,65,49,199.8,4.07755102040816,75.38
Panzar,65,17,185.2,10.8941176470588,26.15
"Sid Meier's Civilization Beyond Earth",65,61,2826.6,46.3377049180328,93.85
SpeedRunners,65,55,735.8,13.3781818181818,84.62
"Star Wars Empire at War Gold",65,40,471.9,11.7975,61.54
"This War of Mine",65,54,722.1,13.3722222222222,83.08
"Warlock - Master of the Arcane",65,22,412.8,18.7636363636364,33.85
"Warlock - Master of the Arcane Powerful Lords",65,0,0,0,0.0
"Worms Reloaded",65,50,371.6,7.432,76.92
"Brothers - A Tale of Two Sons",64,40,95.6,2.39,62.5
"Codename CURE",64,34,128.1,3.76764705882353,53.13
"F.E.A.R. Online",64,27,77.8,2.88148148148148,42.19
"Infinite Crisis",64,37,110.6,2.98918918918919,57.81
"Overlord Raising Hell",64,8,129.6,16.2,12.5
Reus,64,49,211.3,4.31224489795918,76.56
"To the Moon",64,34,100.4,2.95294117647059,53.13
"World of Goo",64,41,92.2,2.24878048780488,64.06
"A.V.A - Alliance of Valiant Arms",63,27,109.1,4.04074074074074,42.86
"Batman Arkham Origins - New Millennium Skins Pack",63,0,0,0,0.0
"Darkest Hour Europe '44-'45",63,15,342.0,22.8,23.81
"Deus Ex Invisible War",63,10,18.5,1.85,15.87
Elsword,63,28,381.3,13.6178571428571,44.44
"Gun Monkeys",63,29,33.6,1.15862068965517,46.03
"Mare Nostrum",63,7,4.3,0.614285714285714,11.11
"Metro 2033 Redux",63,38,253.7,6.67631578947368,60.32
"Red Orchestra Ostfront 41-45",63,31,817.0,26.3548387096774,49.21
"Sakura Clicker",63,47,1730.9,36.8276595744681,74.6
VVVVVV,63,37,107.0,2.89189189189189,58.73
"Anomaly Warzone Earth",62,37,77.5,2.09459459459459,59.68
"Knights and Merchants",62,18,41.3,2.29444444444444,29.03
"Metro Last Light Redux",62,28,247.9,8.85357142857143,45.16
"Mount & Blade With Fire and Sword",62,44,1493.0,33.9318181818182,70.97
"Need for Speed Hot Pursuit",62,56,612.6,10.9392857142857,90.32
"Sniper Elite 3",62,53,1119.0,21.1132075471698,85.48
"Stronghold HD",62,21,90.4,4.30476190476191,33.87
